stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
OXFOWON1,1363,Oxford at Wonderland EB - #1363,,42.984173,-81.29128,,,,,,0
OXFOWON2,1364,Oxford at Wonderland WB - #1364,,42.984031,-81.292317,,,,,,0
PAGEVMPW,1371,Page at Vetrans WB - #1371,,43.016019,-81.15896,,,,,,0
PARKMAEN,1373,Parkwood Hospital Main Entrance WB - #1373,,42.956426,-81.22502,,,,,,0
PARKWEC2,1376,Parkwood Hospital at  Western Counties Rd WB - #1376,,42.956614,-81.22348,,,,,,0
PERTWIN1,1378,Perth Dr at Windermere NB - #1378,,43.01492,-81.274939,,,,,,0
PERTWIN2,1379,Perth at Windermere SB - #1379,,43.014975,-81.275094,,,,,,0
PHILPHIL,1383,Phillbrook at Phillbrook - #1383,,43.037281,-81.263101,,,,,,0
PHILSILV,1385,Phillbrook at Silverbrook WB - #1385,,43.038474,-81.258745,,,,,,0
PLATCHE1,1389,Platts Lane at Cherryhill Place NB - #1389,,42.991765,-81.272751,,,,,,0
PLATCHE2,1390,Platts Lane at Cherryhill Place SB - #1390,,42.991966,-81.273038,,,,,,0
PLATOXF1,1391,Platts Lane at Oxford NB - #1391,,42.990499,-81.272074,,,,,,0
PLATOXF2,1392,Platts Lane at Oxford SB - #1392,,42.990316,-81.272041,,,,,,0
PLATTRO1,1393,Platts Lane at Trott NB - #1393,,42.995535,-81.274696,,,,,,0
PLATTRO2,1394,Platts Lane at Trott SB - #1394,,42.995009,-81.274594,,,,,,0
PONDAILS,1399,Pond Mills at Ailsa SB - #1399,,42.970378,-81.204489,,,,,,0
PONDBAN1,1400,Pond Mills at Banbury NB - #1400,,42.956785,-81.199411,,,,,,0
PONDBAN2,1401,Pond Mills at Banbury SB - #1401,,42.957486,-81.199719,,,,,,0
PONDBRA2,1402,Pond Mills south of Bradley SB - #1402,,42.940033,-81.192238,,,,,,0
PONDBUC4,1405,Pond Mills at Buchanan SB - #1405,,42.935958,-81.191411,,,,,,0
PONDBURL,1406,Pond Mills at Burlinton Gate NB - #1406,,42.963757,-81.201037,,,,,,0
PONDCLE1,1407,Pond Mills at Cleveland NB - #1407,,42.96746,-81.202057,,,,,,0
PONDCLE2,1408,Pond Mills at Cleveland SB - #1408,,42.967599,-81.202236,,,,,,0
PONDCOMM,1409,Pond Mills at Commissioners NB - #1409,,42.962133,-81.200663,,,,,,0
PONDDEV2,1410,Pond Mills north of Deveron SB - #1410,,42.960494,-81.200409,,,,,,0
PONDDEV4,1411,Pond Mills south of Deveron SB - #1411,,42.955138,-81.198965,,,,,,0
PONDEGER,1412,Pond Mills atThompson NB - #1412,,42.97274,-81.209805,,,,,,0
PONDENT2,1413,Pond Mills at Enterprise SB - #1413,,42.932011,-81.191569,,,,,,0
PONDMILL,1414,Pond Mills at Millers SB - #1414,,42.949311,-81.195525,,,,,,0
PONDMIR1,1415,450 Pond Mills - #1415,,42.953063,-81.196476,,,,,,0
PONDMIR2,1416,Pond Mills at Millridge SB - #1416,,42.950517,-81.196272,,,,,,0
PONDMIR3,1417,Pond Mills at Millridge NB - #1417,,42.951371,-81.196403,,,,,,0
PONDMIR4,1418,492 Pond Mills - #1418,,42.953053,-81.196603,,,,,,0
PONDOLDH,1419,Pond Mills at Commissioners NB - #1419,,42.960678,-81.200278,,,,,,0
PONDPONV,1420,Pond Mills at Pondview NB - #1420,,42.949301,-81.195321,,,,,,0
PONDSCE1,1421,Pond Mills at Scenic NB - #1421,,42.971897,-81.207463,,,,,,0
PROUBEA1,1423,Proudfoot at Beaverbrook EB - #1423,,42.984089,-81.281458,,,,,,0
PROUBEA2,1424,Proudfoot at Beaverbrook WB - #1424,,42.984185,-81.28149,,,,,,0
PROUBEA3,1425,Proudfoot at Beaverbrook SB - #1425,,42.989486,-81.290155,,,,,,0
PROUFAR1,1427,Proudfoot north of Farrah NB - #1427,,42.988837,-81.289729,,,,,,0
PROUFAR2,1428,Proudfoot at Farrah SB - #1428,,42.98627,-81.288546,,,,,,0
PROUFAR3,1429,Proudfoot at Farrah NB - #1429,,42.987136,-81.288882,,,,,,0
PROUOXF1,1430,Proudfoot north of Oxford NB - #1430,,42.9861,-81.288366,,,,,,0
PROUOXF2,1431,Proudfoot at Oxford SB - #1431,,42.984805,-81.287837,,,,,,0
PROUOXF3,1432,Proudfoot south of Oxford NB - #1432,,42.984669,-81.28764,,,,,,0
QUEBDUFF,1434,Quebec at Dufferin SB - #1434,,42.99448,-81.219981,,,,,,0
QUEBDUND,1435,Quebec at Dundas NB - #1435,,42.992891,-81.219093,,,,,,0
QUEBELI1,1436,Quebec at Elias NB - #1436,,42.997177,-81.221188,,,,,,0
QUEBELI2,1437,Quebec at Elias SB - #1437,,42.996906,-81.221212,,,,,,0
QUEBLOR1,1438,Quebec at Lorne NB - #1438,,42.995928,-81.220581,,,,,,0
QUEBLOR2,1439,Quebec at Lorne SB - #1439,,42.995327,-81.220397,,,,,,0
QUEBMORN,1440,Quebec at Mornington SB - #1440,,43.000372,-81.222939,,,,,,0
QUEBQUEE,1441,Quebec at Queens NB - #1441,,42.993921,-81.219616,,,,,,0
QUEECLAR,1442,Queens at Clarence WB - #1442,,42.98586,-81.247506,,,,,,0
QUENRIDO,1443,Queens at Ridout WB - #1443,,42.98368,-81.254207,,,,,,0
RAILKENN,1445,Railton at Kennedy Place SB - #1445,,42.994444,-81.152093,,,,,,0
RAILPORT,1446,Railton at Portsmouth SB - #1446,,42.988241,-81.150232,,,,,,0
RAILSADD,1447,Railton at Saddy SB - #1447,,42.990818,-81.151272,,,,,,0
REARROTH,1454,Reardon at Rothwell WB - #1454,,42.962015,-81.176893,,,,,,0
REGEMAIT,1455,Regent at Maitland WB - #1455,,43.008797,-81.247692,,,,,,0
REGEWILL,1456,Regent at William EB - #1456,,43.009425,-81.245384,,,,,,0
RICHCANT,1460,Richmond at Canterbury NB - #1460,,43.019282,-81.277079,,,,,,0
RICHCENT,1463,Richmond at Central SB - #1463,,42.990176,-81.250873,,,,,,0
RICHCHE1,1464,Richmond at Cheapside NB - #1464,,43.001527,-81.256205,,,,,,0
RICHCHE2,1465,Richmond at Cheapside SB - #1465,,43.001785,-81.25651,,,,,,0
RICHDUF2,1467,Richmond at Dufferin SB - #1467,,42.98696,-81.250781,,,,,,0
RICHGREY,1475,Richmond at Grey SB - #1475,,42.976781,-81.246257,,,,,,0
RICHGRO1,1476,Richmond at Grosvenor NB - #1476,,43.000039,-81.255383,,,,,,0
RICHGRO2,1477,Richmond at Grosvenor SB - #1477,,42.999325,-81.255246,,,,,,0
RICHHOT1,1478,Richmond north of Horton NB - #1478,,42.979378,-81.247439,,,,,,0
RICHHOT2,1479,Richmond at Horton SB - #1479,,42.979296,-81.247519,,,,,,0
RICHHOT3,1480,Richmond south Horton NB - #1480,,42.978707,-81.247083,,,,,,0
RICHHUR1,1481,Richmond at Huron NB - #1481,,43.007342,-81.259406,,,,,,0
RICHHUR2,1482,Richmond at Huron SB - #1482,,43.007167,-81.259424,,,,,,0
RICHHYM1,1483,Richmond at Hyman NB - #1483,,42.991222,-81.250886,,,,,,0
RICHJACK,1485,Richmond at Jacksway SB - #1485,,43.023201,-81.28093,,,,,,0
RICHJAM1,1486,Richmond at St. James NB - #1486,,42.997499,-81.254137,,,,,,0
RICHJAM2,1487,Richmond at St. James SB - #1487,,42.997724,-81.254361,,,,,,0
RICHKEN1,1488,Richmond at Kent NB - #1488,,42.988374,-81.250678,,,,,,0
RICHKEN2,1489,Richmond at Kent SB - #1489,,42.988156,-81.250752,,,,,,0
RICHKIN1,1490,Richmond at King NB - #1490,,42.98234,-81.2489,,,,,,0
RICHMILL,1493,Richmond at Mill SB - #1493,,42.992941,-81.251948,,,,,,0
RICHOXF1,1494,Richmond at Oxford NB - #1494,,42.995977,-81.253301,,,,,,0
RICHOXF2,1495,Richmond at Oxford SB - #1495,,42.994909,-81.252915,,,,,,0
RICHPALL,1496,Richmond at Pall Mall NB - #1496,,42.992773,-81.251649,,,,,,0
RICHPAR2,1497,Richmond at Parkdale Ave SB - #1497,,43.011195,-81.263629,,,,,,0
RICHQUEE,1501,Richmond at Queens NB - #1501,,42.985456,-81.250388,,,,,,0
RICHRAY1,1502,Richmond north of Raymond NB - #1502,,43.013188,-81.265588,,,,,,0
RICHRAY2,1503,Richmond north of Raymond SB - #1503,,43.012999,-81.26554,,,,,,0
RICHREG1,1506,Richmond at Regent NB - #1506,,43.005693,-81.25836,,,,,,0
RICHSHAV,1508,Richmond at Shavian SB - #1508,,43.021409,-81.279995,,,,,,0
RICHSIM1,1509,Richmond at Simcoe NB - #1509,,42.977308,-81.246413,,,,,,0
RICHSIM2,1510,Richmond at Simcoe SB - #1510,,42.977941,-81.246863,,,,,,0
RICHSUNN,1511,Richmond at Sunnyside NB - #1511,,43.02172,-81.279942,,,,,,0
RICHUNI1,1512,Richmond at University NB - #1512,,43.008865,-81.261028,,,,,,0
RICHUNI2,1513,Richmond at University SB - #1513,,43.009232,-81.261626,,,,,,0
RICHVIC1,1514,Richmond at Victoria NB - #1514,,43.003609,-81.257279,,,,,,0
RICHVIC2,1515,Richmond at Victoria SB - #1515,,43.003846,-81.257557,,,,,,0
RICHWEC1,1516,Richmond at Westchester NB - #1516,,43.018073,-81.274989,,,,,,0
RICHWES2,1518,Richmond at Western SB - #1518,,43.019685,-81.278143,,,,,,0
RICHWES4,1519,1548 Richmond - #1519,,43.018984,-81.276938,,,,,,0
RICHWIN1,1520,Richmond north of Windermere NB - #1520,,43.016808,-81.272741,,,,,,0
RICHWIN2,1521,Richmond at Windermere SB - #1521,,43.015204,-81.270279,,,,,,0
RICHWYND,1523,Richmond at Wyndham Gate SB - #1523,,43.017966,-81.275139,,,,,,0
RIDOBAKE,1531,Ridout at Baker NB - #1531,,42.967407,-81.246257,,,,,,0
RIDOBAS1,1532,Ridout at Baseline NB - #1532,,42.960517,-81.242718,,,,,,0
RIDOBAS2,1533,Ridout at Baseline SB - #1533,,42.961246,-81.243171,,,,,,0
RIDOCRA1,1537,Ridout at Craig NB - #1537,,42.974264,-81.249696,,,,,,0
RIDOCRA2,1538,Ridout at Craig SB - #1538,,42.974335,-81.249832,,,,,,0
RIDOELMW,1539,Ridout at Elmwood SB - #1539,,42.972601,-81.248939,,,,,,0
RIDOEME1,1540,Ridout at Emery NB - #1540,,42.964715,-81.244873,,,,,,0
RIDOEME2,1541,Ridout at Emery SB - #1541,,42.965227,-81.245179,,,,,,0
RIDOGRAN,1544,Ridout & Grand Ave NB - #1544,,42.971431,-81.248245,,,,,,0
RIDOHICK,1545,Ridout at Hickson NB - #1545,,42.962205,-81.243574,,,,,,0
RIDOHORT,1546,Ridout at Horton SB - #1546,,42.977359,-81.251468,,,,,,0
RIDOING1,1547,Ridout at Ingleside NB - #1547,,42.975851,-81.250566,,,,,,0
RIDOKING,1549,Ridout at King SB - #1549,,42.982047,-81.253855,,,,,,0
RIDOMOU2,1553,Ridout at Mountsfiled SB - #1553,,42.959504,-81.242285,,,,,,0
RIDOROSE,1554,Ridout at Rosel SB - #1554,,42.962909,-81.244023,,,,,,0
RIDOTEC1,1555,Ridout at Tecumseh NB - #1555,,42.969427,-81.247221,,,,,,0
RIDOTEC2,1556,Ridout at Tecumseh SB - #1556,,42.969589,-81.247432,,,,,,0
RIDOWINS,1557,Ridout at Windsor SB - #1557,,42.967104,-81.246159,,,,,,0
RIDOYORK,1558,Ridout at York SB - #1558,,42.980443,-81.253033,,,,,,0
RIVEANT1,1562,Riverside at St. Anthony EB - #1562,,42.962403,-81.323363,,,,,,0
RIVEANT2,1563,Riverside at St. Anthony WB - #1563,,42.962511,-81.323507,,,,,,0
RIVEBEA1,1564,Riverside at Beaverbrook EB - #1564,,42.980089,-81.278145,,,,,,0
RIVEBEA2,1565,Riverside east of Beaverbrook WB - #1565,,42.981044,-81.276047,,,,,,0
RIVEBEA4,1566,Riverside west of Beaverbrook WB - #1566,,42.980225,-81.277985,,,,,,0
RIVEBRE1,1567,Riverside at Braemar EB - #1567,,42.977428,-81.286644,,,,,,0
RIVEBRE2,1568,Riverside at Braemar WB - #1568,,42.977418,-81.286814,,,,,,0
RIVEBRIT,1569,Riverside at Britannia WB - #1569,,42.982751,-81.271188,,,,,,0
RIVECAVE,1570,Riverside at Cavendish EB - #1570,,42.982955,-81.26652,,,,,,0
RIVEHAR1,1581,Riverside at Hartson east EB - #1581,,42.962934,-81.318488,,,,,,0
RIVEHAR2,1582,Riverside at Hartson east WB - #1582,,42.96313,-81.318102,,,,,,0
RIVEHAR3,1583,Riverside at Hartson west EB - #1583,,42.962989,-81.326031,,,,,,0
RIVEHAR4,1584,Riverside at Hartson WB - #1584,,42.963005,-81.32587,,,,,,0
RIVEMTPL,1587,Riverside at Mt. Pleasant  WB - #1587,,42.983125,-81.26699,,,,,,0
RIVEMURD,1588,Riverside at Murdock EB - #1588,,42.98263,-81.271756,,,,,,0
RIVEORI1,1589,Riverside at Old Riverside EB - #1589,,42.978596,-81.283087,,,,,,0
RIVEORI2,1590,Riverside at Old Riverside WB - #1590,,42.978628,-81.283336,,,,,,0
RIVESAN1,1592,Riverside at Sanatorium EB - #1592,,42.963646,-81.329265,,,,,,0
RIVESAN2,1593,Riverside at Sanatorium WB - #1593,,42.963806,-81.329802,,,,,,0
RIVEWHA1,1600,Riverside at Wharncliffe EB - #1600,,42.982759,-81.26198,,,,,,0
RIVEWHA4,1601,Riverside West of Wharncliffe WB - #1601,,42.983051,-81.263566,,,,,,0
RIVEWIL1,1602,Riverside at Wilson EB - #1602,,42.982691,-81.25983,,,,,,0
RIVEWIL2,1603,Riverside at Wilson WB - #1603,,42.982815,-81.259629,,,,,,0
RIVEWON1,1604,Riverside at Wonderland EB - #1604,,42.976327,-81.289551,,,,,,0
RIVEWOO1,1606,Riverside at Woodward EB - #1606,,42.982944,-81.268758,,,,,,0
RIVEWOO2,1607,Riverside at Woodward WB - #1607,,42.983031,-81.269268,,,,,,0
ROXBWEL2,1608,Roxburgh at Wellington WB - #1608,,42.919249,-81.207311,,,,,,0
ROYACAS1,1609,Royal at Castle EB - #1609,,42.998691,-81.169127,,,,,,0
ROYACAS2,1610,Royal at Castle WB - #1610,,42.998722,-81.169297,,,,,,0
SALIQUEB,1617,Salisbury at Quebec EB - #1617,,42.999937,-81.222027,,,,,,0
SANDBEC1,1618,Sandford at Beckworth NB - #1618,,43.020779,-81.203558,,,,,,0
SANDBEC2,1619,Sandford at Beckworth SB - #1619,,43.021116,-81.203822,,,,,,0
SANDBENT,1620,Sandford at Bentley SB - #1620,,43.026168,-81.2047,,,,,,0
SANDHUR1,1623,Sandford at Huron NB - #1623,,43.022057,-81.204205,,,,,,0
SANDHUR2,1624,Sandford North of Huron SB - #1624,,43.023417,-81.204959,,,,,,0
SANDVER1,1625,Sandringham at Verulam EB - #1625,,42.9482,-81.23162,,,,,,0
SANDVER2,1626,Sandringham at Verulam WB - #1626,,42.948212,-81.231745,,,,,,0
SANDWIL2,1627,Sandringham at Wilkins SB - #1627,,42.948826,-81.234216,,,,,,0
SANDWIL4,1628,Sandringham at Wilkins WB - #1628,,42.948943,-81.234219,,,,,,0
SANIPLY1,1629,Sanatorium at Plymouth NB - #1629,,42.966241,-81.331549,,,,,,0
SANIPLY2,1630,Sanatorium at Plymouth SB - #1630,,42.966492,-81.3318,,,,,,0
SANIRIV1,1631,Sanatorium at Riverside NB - #1631,,42.965445,-81.331142,,,,,,0
SANIRIV2,1632,Sanatorium at Riverside SB - #1632,,42.965376,-81.331258,,,,,,0
SANISUT1,1633,Sanatorium at Sutton Place NB - #1633,,42.968935,-81.332904,,,,,,0
SANISUT2,1634,St Thomas Aquanis Secondary School SB - #1634,,42.969123,-81.333177,,,,,,0
SARNALD1,1635,Sarnia at Aldersbrook EB - #1635,,42.993777,-81.304513,,,,,,0
SARNALD2,1636,Sarnia at Aldersbrook WB - #1636,,42.993911,-81.30438,,,,,,0
SARNBRES,1637,Sarnia at Brescia Lane WB - #1637,,43.000384,-81.282356,,,,,,0
SARNCAS1,1638,Sarnia at Wonderland EB - #1638,,42.995637,-81.297882,,,,,,0
SARNCAS3,1639,Sarnia at Castlegrove Blvd  2 EB - #1639,,42.998833,-81.287041,,,,,,0
SARNCOOM,1640,Sarnia at Coombs EB - #1640,,43.000373,-81.281972,,,,,,0
SARNLEYT,1641,Sarnia at Leyton WB - #1641,,42.997241,-81.293041,,,,,,0
SARNRIPP,1643,Sarnia at Rippleton Ave EB - #1643,,42.997194,-81.292838,,,,,,0
SARNSLEI,1644,Sarnia at Sleightholme WB - #1644,,42.998918,-81.287283,,,,,,0
SARNTHIS,1645,Sarnia at Thistledown Way WB - #1645,,42.994976,-81.300882,,,,,,0
SARNWES1,1646,Sarnia at Western EB - #1646,,43.001328,-81.278769,,,,,,0
SARNWES2,1647,Sarnia at Western  WB - #1647,,43.001883,-81.277365,,,,,,0
SARNWON1,1648,Sarnia at Chapman EB - #1648,,42.994776,-81.300912,,,,,,0
SEAGHYPK,1653,Seagull at Hyde Park WB - #1653,,43.008661,-81.335843,,,,,,0
SHELBUR2,1656,Shelbourne at Burlington Gate SB - #1656,,42.963197,-81.200141,,,,,,0
SHELDEVE,1657,Shelbourne at Deveron EB - #1657,,42.963077,-81.196346,,,,,,0
SHOLEXE1,1658,Sholto at Exeter NB - #1658,,42.925738,-81.225438,,,,,,0
SHOLEXE2,1659,Sholto at Exeter SB - #1659,,42.925398,-81.225474,,,,,,0
SHOLJAL1,1660,Sholto at Jalna Blvd NB - #1660,,42.926831,-81.226266,,,,,,0
SHOLJAL2,1661,Jalna at Archer N Leg SB - #1661,,42.927482,-81.226401,,,,,,0
SKYLCHAM,1662,Skyline at Chambers EB - #1662,,43.041714,-81.27174,,,,,,0
SORRHURO,1663,Sorrel at Huron NB - #1663,,43.026155,-81.192299,,,,,,0
SORRPERT,1665,Sorrel at Perth Ave NB - #1665,,43.024095,-81.192746,,,,,,0
SOUTADE1,1666,Southdale & Adelaide EB - #1666,,42.944433,-81.21403,,,,,,0
SOUTADE2,1667,Southdale at Adelaide WB - #1667,,42.944488,-81.215236,,,,,,0
SOUTAND1,1668,Southdale at Andover EB - #1668,,42.93949,-81.273187,,,,,,0
SOUTAND2,1669,Southdale at Andover  WB - #1669,,42.939725,-81.273089,,,,,,0
SOUTBEA1,1670,Southcrest at Beachwood EB - #1670,,42.964424,-81.276425,,,,,,0
SOUTDUL1,1673,Southdale at Dulaney Dr. EB - #1673,,42.942115,-81.24042,,,,,,0
SOUTDUL2,1674,Southdale at Dulaney WB - #1674,,42.942263,-81.240731,,,,,,0
SOUTDUN2,1675,Southdale at Dundalk WB - #1675,,42.941979,-81.244486,,,,,,0
SOUTEAS2,1678,Southdale at Easy WB - #1678,,42.942993,-81.232317,,,,,,0
SOUTHOME,1680,Southdale at Homeview WB - #1680,,42.941369,-81.251878,,,,,,0
SOUTJAL1,1681,Southdale East of Jalna Blvd EB - #1681,,42.941877,-81.242985,,,,,,0
SOUTKOR1,1683,Southdale at Koru Crt EB - #1683,,42.94568,-81.200586,,,,,,0
SOUTKOR2,1684,Southdale at Koru Crt WB - #1684,,42.945718,-81.200797,,,,,,0
SOUTMIL1,1685,Southdale at Millbank Dr E EB - #1685,,42.945247,-81.205007,,,,,,0
SOUTMIL2,1686,Southdale East of Millbank WB - #1686,,42.945472,-81.203992,,,,,,0
SOUTMIL3,1687,St Francis Elementary School EB - #1687,,42.944869,-81.209276,,,,,,0
SOUTMIL4,1688,964 Southdale WB - #1688,,42.944983,-81.209328,,,,,,0
SOUTMIL5,1689,Southdale at Millbank Dr West EB - #1689,,42.944622,-81.212057,,,,,,0
SOUTMIL6,1690,Southdale West of Millbank WB - #1690,,42.944705,-81.212499,,,,,,0
SOUTERNE,1691,Southdale at Ernest St EB - #1691,,42.942535,-81.236357,,,,,,0
SOUTNIX1,1691,Southdale at Nixon EB - #1691,,42.942378,-81.237243,,,,,,0
SOUTNIX2,1692,Southdale at Nixon WB - #1692,,42.942523,-81.237558,,,,,,0
SOUTNOD1,1694,Southdale West of Notre Dame Dr  EB - #1694,,42.940031,-81.266737,,,,,,0
SOUTNOD2,1695,Southdale East of Notre Dame WB - #1695,,42.940325,-81.264321,,,,,,0
SOUTNOD4,1696,Southdale West of Notre Dame WB - #1696,,42.940115,-81.267119,,,,,,0
SOUTPOM1,1697,Southdale at Pond Mills Road EB - #1697,,42.945932,-81.197587,,,,,,0
SOUTPOM2,1698,Southdale at Pond Mills WB - #1698,,42.945995,-81.196964,,,,,,0
SOUTVER1,1700,Southdale at Verulam EB - #1700,,42.943068,-81.229588,,,,,,0
SOUTVER2,1701,Southdale at Verulam WB - #1701,,42.943186,-81.230062,,,,,,0
SOUTWATE,1702,South at Waterloo St EB - #1702,,42.976051,-81.23789,,,,,,0
SOUTWEL1,1703,Southdale at Wellington EB - #1703,,42.94359,-81.224377,,,,,,0
SOUTWEL2,1704,Southdale at Wellington  WB - #1704,,42.943796,-81.224327,,,,,,0
SOUTWEL3,1705,South at Wellington St EB - #1705,,42.975453,-81.24009,,,,,,0
SOUTWHA1,1706,Southdale West of Wharncliffe  EB - #1706,,42.940606,-81.258723,,,,,,0
SOUTWHA2,1707,Southdale West of Wharncliffe WB - #1707,,42.940725,-81.259235,,,,,,0
SOUTWHA3,1708,Southdale East of Wharncliffe EB - #1708,,42.940758,-81.256515,,,,,,0
SOUTWHA4,1709,Southdale East of Wharncliffe WB - #1709,,42.940992,-81.255824,,,,,,0
SOUTWHOK,1710,Southdale at White Oak Sideroad EB - #1710,,42.941189,-81.251447,,,,,,0
SOUTWIL1,1711,Southdale at Willow Dr EB - #1711,,42.943924,-81.220704,,,,,,0
SOUTWIL2,1712,Southdale at Willow WB - #1712,,42.943993,-81.220942,,,,,,0
SOUTWON1,1713,Southdale at Wonderland EB - #1713,,42.938977,-81.280693,,,,,,0
SOUTWON2,1714,Southdale at Wonderland  WB - #1714,,42.939343,-81.278838,,,,,,0
SOVEBEL1,1716,Sovereign at Belleisle Crt NB - #1716,,43.002839,-81.146751,,,,,,0
SOVEBEL2,1717,Sovereign at Belleisle Crt SB - #1717,,43.002321,-81.146558,,,,,,0
SOVENEP2,1718,Sovereign at Neptune 1 SB - #1718,,42.996341,-81.143305,,,,,,0
SOVENEP4,1719,Sovereign at  Neptune Cres 2 SB - #1719,,42.991413,-81.140522,,,,,,0
SOVETART,1720,Sovereign at Tartan SB - #1720,,42.994375,-81.1422,,,,,,0
SOVETRA1,1721,Sovereign at Trafalgar NB - #1721,,42.999174,-81.144828,,,,,,0
SOVETRA2,1722,Sovereign at Trafalgar SB - #1722,,42.998875,-81.144742,,,,,,0
SOWEFADA,1723,South Wenige at Father Dalton Ave WB - #1723,,43.046634,-81.24536,,,,,,0
SOWEMARI,1724,South Wenige at Marigold St NB - #1724,,43.046064,-81.251868,,,,,,0
SOWESAV1,1725,South Wenige at Savannah Dr SB - #1725,,43.051188,-81.243668,,,,,,0
SOWESAV2,1726,South Wenige Between Savannah & Nicole WB - #1726,,43.048447,-81.243185,,,,,,0
SOWESUNN,1727,South Wenige at Sunningdale NB - #1727,,43.048287,-81.25293,,,,,,0
SPRIBER1,1728,Springbank at Berkshire Dr FS 1 EB - #1728,,42.964565,-81.290752,,,,,,0
SPRIBER3,1729,492 Springbank EB - #1729,,42.966105,-81.28766,,,,,,0
SPRIBER4,1730,Springbank at Berkshire WB - #1730,,42.964413,-81.291526,,,,,,0
SPRICHEL,1732,Springbank at Chelsea WB - #1732,,42.971031,-81.27803,,,,,,0
SPRICOM1,1733,Springbank at Commissioners W EB - #1733,,42.954695,-81.3155,,,,,,0
SPRICOM2,1734,Springbank at Commissioners WB - #1734,,42.954791,-81.315584,,,,,,0
SPRIGRE1,1735,Springbank at Greenside EB - #1735,,42.973233,-81.273206,,,,,,0
SPRIGRE2,1736,Springbank at Greenside WB - #1736,,42.97379,-81.272368,,,,,,0
SPRIGROW,1737,Springbank at Greenwood EB - #1737,,42.971006,-81.277714,,,,,,0
SPRIHIC1,1738,Springbank at Hillcrest Dr EB - #1738,,42.958905,-81.303107,,,,,,0
SPRIHIC2,1739,Springbank at Hillcrest Dr WB - #1739,,42.959062,-81.302965,,,,,,0
SPRIJAR1,1740,Springbank at Jarvis St EB - #1740,,42.960397,-81.299607,,,,,,0
SPRIJAR2,1741,Springbank at Jarvis St WB - #1741,,42.960018,-81.300721,,,,,,0
SPRIKER1,1742,Springbank at Kernohan Parkway EB - #1742,,42.969358,-81.281031,,,,,,0
SPRIKER2,1743,Springbank at Kernohan Pkwy WB - #1743,,42.969429,-81.281274,,,,,,0
SPRIMAR1,1744,Springbank at Mary Ave EB - #1744,,42.967616,-81.284642,,,,,,0
SPRIMAR2,1745,Springbank at Mary Ave WB - #1745,,42.968086,-81.283962,,,,,,0
SPRIQUI1,1746,Springbank at Quinella EB - #1746,,42.961586,-81.2971,,,,,,0
SPRIQUI2,1747,Springbank at Quinella WB - #1747,,42.961707,-81.297108,,,,,,0
SPRISPRI,1748,Springbank at Springbank EB - #1748,,42.975016,-81.270079,,,,,,0
SPRITROW,1749,Springbank at Trowbridge WB - #1749,,42.967187,-81.285715,,,,,,0
SPRIWES1,1750,928 Springbank EB - #1750,,42.956079,-81.312829,,,,,,0
SPRIWES3,1752,Springbank at Westmount EB - #1752,,42.956933,-81.3085,,,,,,0
SPRIWES4,1753,Springbank West of Westmount WB - #1753,,42.956117,-81.312954,,,,,,0
SPRIWON1,1754,Springbank at Wonderland  EB - #1754,,42.96374,-81.292535,,,,,,0
SPRIWON2,1755,Springbank at Wonderland  WB - #1755,,42.96345,-81.293513,,,,,,0
STANFANS,1757,Stanton at Fanshawe Park SB - #1757,,43.010887,-81.333916,,,,,,0
STANPERR,1758,Stanley at Perry EB - #1758,,42.978172,-81.259762,,,,,,0
STANWHAR,1759,Stanley at Wharncliffe EB - #1759,,42.977719,-81.261462,,,,,,0
STANWORT,1760,Stanley at Wortley EB - #1760,,42.978927,-81.257107,,,,,,0
THIRCUL1,1769,Third at Culver Dr NB - #1769,,43.011042,-81.189523,,,,,,0
THIRCUL2,1770,Third at Culver  SB - #1770,,43.008655,-81.188486,,,,,,0
THIROXF1,1771,Third at Oxford NB - #1771,,43.013179,-81.19059,,,,,,0
THIROXF2,1772,Third at Oxford  SB - #1772,,43.011824,-81.190053,,,,,,0
THISBKW1,1773,Thistlewood at Blackwater EB - #1773,,43.044314,-81.25747,,,,,,0
THOMADE1,1776,Princess Elizabeth Elementary School EB - #1776,,42.968377,-81.221932,,,,,,0
THOMADE2,1777,Thompson at Adelaide WB - #1777,,42.968275,-81.223112,,,,,,0
THOMCHE1,1779,Thompson at Chesterfield  EB - #1779,,42.969255,-81.216183,,,,,,0
THOMCHE2,1780,Thompson at Chesterfield  WB - #1780,,42.969298,-81.21699,,,,,,0
THOMEME1,1781,Thompson at Emerson  EB - #1781,,42.968937,-81.219792,,,,,,0
THOMGLA1,1783,Thompson at Gladstone Ave EB - #1783,,42.969382,-81.21484,,,,,,0
THOMGLA2,1784,Thompson at GladstoneWB - #1784,,42.969463,-81.214921,,,,,,0
THOMJACQ,1785,Thompson at Jacqueline WB - #1785,,42.969025,-81.2199,,,,,,0
THOMKED1,1786,Thompson at King Edward EB - #1786,,42.96964,-81.212344,,,,,,0
THOMKED2,1787,Thompson at King Edward  WB - #1787,,42.969612,-81.213279,,,,,,0
TRAFATK2,1788,Trafalgar at Atkinson WB - #1788,,42.990542,-81.1767,,,,,,0
TRAFBALF,1789,Trafalgar at Balfour Place EB - #1789,,42.989742,-81.179139,,,,,,0
